name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
Pararhodospirillum photometricum,1084,S,298,26,324,0.00003
Nitrospira defluvii,330214,S,604,6,610,0.00006
Melaminivora sp. SC2-7,2116657,S,14085,2753,16838,0.00166
Chryseobacterium camelliae,1265445,S,491,182,673,0.00007
Escherichia phage slur05,1720498,S,36,11,47,0
Streptomyces cavourensis,67258,S,20,22,42,0
Escherichia phage HK639,906669,S,13,1,14,0
Gillisia sp. Hel1_33_143,1336796,S,83,14,97,0.00001
Sulfurihydrogenibium azorense,309806,S,36,4,40,0
Formosa sp. Hel1_33_131,1336794,S,87,3,90,0.00001
Formosa sp. Hel3_A1_48,1336795,S,49,8,57,0.00001
Paracoccus phage vB_PmaS_IMEP1,1561065,S,25,0,25,0
Bacillus butanolivorans,421767,S,28,1,29,0
Pseudomonas fuscovaginae,50340,S,217,109,326,0.00003
Curtobacterium sp. BH-2-1-1,1905847,S,304,135,439,0.00004
Lysinibacillus fusiformis,28031,S,38,30,68,0.00001
Methanobrevibacter sp. YE315,1609968,S,84,0,84,0.00001
Streptococcus mitis,28037,S,1378,195,1573,0.00016
Cellulophaga baltica,76594,S,160,19,179,0.00002
Staphylococcus lugdunensis,28035,S,69,2,71,0.00001
Candidatus Baumannia cicadellinicola,186490,S,33,0,33,0
Halomonas sp. KO116,1504981,S,88,42,130,0.00001
Confluentimicrobium sp. EMB200-NS6,1609966,S,1218,1152,2370,0.00023
Polymorphum gilvum,991904,S,1603,213,1816,0.00018
Salmonella virus f18SE,1981032,S,13,6,19,0
Leclercia adecarboxylata,83655,S,1729,1230,2959,0.00029
Bacillus pumilus,1408,S,48,13,61,0.00001
Escherichia virus wV8,1965385,S,22,15,37,0
Micromonospora coriariae,285665,S,119,30,149,0.00001
Paenibacillus lautus,1401,S,25,12,37,0
Paenibacillus polymyxa,1406,S,138,512,650,0.00006
Bacillus mycoides,1405,S,41,3,44,0
Bacillus megaterium,1404,S,100,53,153,0.00002
Tessaracoccus flavescens,399497,S,16629,4246,20875,0.00206
Chromobacterium sp. IIBBL 112-1,2202141,S,55,408,463,0.00005
Legionella hackeliae,449,S,45,18,63,0.00001
Streptococcus intermedius,1338,S,917,299,1216,0.00012
Pelodictyon phaeoclathratiforme,34090,S,21,0,21,0
Streptococcus equinus,1335,S,1518,937,2455,0.00024
Halomonas sp. hl-4,1761789,S,27,192,219,0.00002
Streptomyces lydicus,47763,S,224,41,265,0.00003
Streptococcus equi,1336,S,2297,62,2359,0.00023
Legionella pneumophila,446,S,188,132,320,0.00003
Fermentimonas caenicola,1562970,S,198,16,214,0.00002
Granulosicoccus antarcticus,437505,S,106,0,106,0.00001
Megasphaera stantonii,2144175,S,499,39,538,0.00005
Synechococcus sp. SynAce01,1916956,S,70,10,80,0.00001
Weissella koreensis,165096,S,41,5,46,0
Cytophagales bacterium TFI 002,1945892,S,59,8,67,0.00001
Salmonella phage FSL SP-058,1173761,S,58,19,77,0.00001
Rhodovulum sp. MB263,308754,S,678,259,937,0.00009
Pseudomonas saudiphocaensis,1499686,S,520,17,537,0.00005
Enterococcus phage EFDG1,1597976,S,13,0,13,0
Mycobacterium marseillense,701042,S,355,42,397,0.00004
Corynebacterium sphenisci,191493,S,295,34,329,0.00003
Pseudomonas guangdongensis,1245526,S,900,58,958,0.00009
Polaromonas sp. JS666,296591,S,6589,332,6921,0.00068
Acholeplasma brassicae,61635,S,274,35,309,0.00003
Pseudothermotoga thermarum,119394,S,14,7,21,0
Myxococcus macrosporus,35,S,36,165,201,0.00002
Myxococcus xanthus,34,S,119,36,155,0.00002
Bradyrhizobium sp. BTAi1,288000,S,887,129,1016,0.0001
Campylobacter volucris,1031542,S,12,0,12,0
Altererythrobacter namhicola,645517,S,378,27,405,0.00004
Clostridium kluyveri,1534,S,506,2,508,0.00005
Aeromonas salmonicida,645,S,2304,460,2764,0.00027
Aeromonas hydrophila,644,S,5711,3216,8927,0.00088
Oenococcus oeni,1247,S,101,8,109,0.00001
Leuconostoc lactis,1246,S,569,318,887,0.00009
Pseudomonas antarctica,219572,S,2568,343,2911,0.00029
Aeromonas caviae,648,S,2566,3202,5768,0.00057
Paenibacillus ihbetae,1870820,S,82,5,87,0.00001
Thermodesulfatator indicus,171695,S,17,0,17,0
Clostridium ljungdahlii,1538,S,11,2,13,0
Nonlabens sp. MB-3u-79,2058134,S,70,14,84,0.00001
Olleya sp. Bg11-27,2058135,S,103,8,111,0.00001
Planococcus sp. MB-3u-03,2058136,S,32,9,41,0
Polaribacter sp. ALD11,2058137,S,89,13,102,0.00001
Xanthomonas campestris,339,S,3999,5130,9129,0.0009
Streptomyces violaceoruber,1935,S,95,22,117,0.00001
Erwinia phage vB_EamP-S6,1051675,S,18,0,18,0
Burkholderia glumae,337,S,421,168,589,0.00006
Pseudomonas pseudoalcaligenes,330,S,1636,3420,5056,0.0005
Streptomyces sp. CNQ-509,444103,S,77,9,86,0.00001
Lactobacillus heilongjiangensis,1074467,S,104,1,105,0.00001
Paenibacillus sp. IHBB 10380,1566358,S,28,2,30,0
Rhizobacter gummiphilus,946333,S,2615,428,3043,0.0003
Escherichia virus RB43,115991,S,12,13,25,0
Synechococcus sp. WH 8020,32052,S,78,28,106,0.00001
Clostridium cochlearium,1494,S,122,3,125,0.00001
Legionella fallonii,96230,S,59,5,64,0.00001
Staphylococcus simiae,308354,S,35,1,36,0
Treponema putidum,221027,S,17,8,25,0
Salmonella virus HB2014,1965377,S,11,8,19,0
Psychrobacter arcticus,334543,S,15670,588,16258,0.0016
Rhodococcus qingshengii,334542,S,474,1355,1829,0.00018
Paenibacillus riograndensis,483937,S,65,7,72,0.00001
Citrobacter phage SH3,1805466,S,11,7,18,0
Nostoc sp. 'Peltigera membranacea cyanobiont' N6,1261031,S,14,7,21,0
Niabella soli,446683,S,66,18,84,0.00001
Corynebacterium kutscheri,35755,S,12,0,12,0
Shewanella algae,38313,S,125,17,142,0.00001
Rhodococcus coprophilus,38310,S,282,32,314,0.00003
Lactococcus phage asccphi28,503388,S,14,0,14,0
Cronobacter sakazakii,28141,S,470,433,903,0.00009
Rummeliibacillus stabekisii,241244,S,42,5,47,0
Campylobacter cuniculorum,374106,S,23,0,23,0
Riemerella anatipestifer,34085,S,1505,730,2235,0.00022
Pseudomonas lurida,244566,S,480,779,1259,0.00012
Wolinella succinogenes,844,S,39,1,40,0
Muricauda ruestringensis,111501,S,99,2,101,0.00001
Klebsiella variicola,244366,S,2953,10667,13620,0.00134
Yoonia vestfoldensis,245188,S,771,282,1053,0.0001
Amycolatopsis sp. BJA-103,1911175,S,114,33,147,0.00001
Rhodoferax antarcticus,81479,S,6134,307,6441,0.00063
Advenella kashmirensis,310575,S,406,43,449,0.00004
Salmonella phage FSL SP-076,1173762,S,58,27,85,0.00001
Natrialba magadii,13769,S,53,3,56,0.00001
Pseudanabaena sp. PCC 7367,82654,S,47,0,47,0
Acidiferrobacter sp. SPIII_3,1281578,S,146,1,147,0.00001
Pseudomonas virus PaMx28,1982357,S,33,5,38,0
Helicobacter typhlonius,76936,S,15,11,26,0
Sphingomonas koreensis,93064,S,2951,833,3784,0.00037
Persephonella marina,309805,S,17,0,17,0
Frateuria aurantia,81475,S,345,46,391,0.00004
Frondihabitans sp. 762G35,1446794,S,453,78,531,0.00005
Ralstonia pseudosolanacearum,1310165,S,23,2408,2431,0.00024
Escherichia virus AYO145A,1965378,S,24,22,46,0
Flavobacterium psychrophilum,96345,S,2491,1353,3844,0.00038
Cupriavidus oxalaticus,96344,S,734,133,867,0.00009
Escherichia virus JH2,1965379,S,11,10,21,0
Klebsiella virus F19,1920780,S,29,5,34,0
Klebsiella virus K244,1920781,S,14,8,22,0
Streptococcus marmotae,1825069,S,1150,35,1185,0.00012
Endomicrobium proavitum,1408281,S,20,192,212,0.00002
Providencia sp. WCHPr000369,2027290,S,95,42,137,0.00001
Choristoneura occidentalis granulovirus,364745,S,29,0,29,0
Janibacter indicus,857417,S,1495,380,1875,0.00018
Pantoea sp. At-9b,592316,S,216,4,220,0.00002
Rhodococcus sp. WB1,1033922,S,18,73,91,0.00001
Paraburkholderia graminis,60548,S,85,573,658,0.00006
Citrobacter virus Moogle,1985304,S,26,10,36,0
Roseovarius sp. TM1035,391613,S,174,277,451,0.00004
Xenorhabdus doucetiae,351671,S,54,4,58,0.00001
Bacteroidetes bacterium Omega,1457365,S,87,0,87,0.00001
Corynebacterium ureicelerivorans,401472,S,236,27,263,0.00003
Salmonella virus SS3e,2005701,S,17,10,27,0
Salmonella virus SETP3,2005700,S,10,6,16,0
Microbulbifer agarilyticus,260552,S,134,2,136,0.00001
Xenorhabdus hominickii,351679,S,49,4,53,0.00001
Enterococcus wangshanyuanii,2005703,S,382,5,387,0.00004
Oceanisphaera profunda,1416627,S,106,3,109,0.00001
Lachnoclostridium sp. YL32,1834196,S,3336,505,3841,0.00038
Flavobacterium sp. HYN0059,2175091,S,72,1,73,0.00001
Yangia pacifica,311180,S,925,194,1119,0.00011
Enterobacter sp. HK169,1868135,S,786,611,1397,0.00014
Alteromonas mediterranea,314275,S,153,226,379,0.00004
Escherichia virus K1-5,187764,S,49,5,54,0.00001
Desulfotalea psychrophila,84980,S,133,37,170,0.00002
Pseudoalteromonas phenolica,161398,S,40,2,42,0
Acinetobacter sp. WCHAc010034,1879049,S,7924,600,8524,0.00084
Exiguobacterium sp. MH3,1399115,S,103,24,127,0.00001
Psychroflexus torquis,57029,S,72,0,72,0.00001
Haloarcula marismortui,2238,S,21,14,35,0
Rhodococcus biphenylivorans,1500843,S,36,199,235,0.00002
Streptomyces sp. Sge12,1972846,S,24,10,34,0
Halalkalicoccus jeotgali,413810,S,15,0,15,0
Paraburkholderia sp. SOS3,1926494,S,376,27,403,0.00004
Pseudoalteromonas agarivorans,176102,S,38,60,98,0.00001
Variibacter gotjawalensis,1333996,S,501,21,522,0.00005
Streptomyces ambofaciens,1889,S,91,14,105,0.00001
Streptomyces albus,1888,S,152,52,204,0.00002
Deinococcus swuensis,1182571,S,170,5,175,0.00002
Streptomyces actuosus,1885,S,103,14,117,0.00001
Streptococcus parasanguinis,1318,S,6760,237,6997,0.00069
Burkholderia mallei,13373,S,11,58,69,0.00001
Geminocystis sp. NIES-3708,1615909,S,46,4,50,0
Micromonospora viridifaciens,1881,S,144,48,192,0.00002
Seonamhaeicola sp. S2-3,1936081,S,224,20,244,0.00002
Terribacillus aidingensis,586416,S,36,1,37,0
Salmonella virus Jersey,2005696,S,92,2,94,0.00001
Sphingopyxis alaskensis,117207,S,2969,281,3250,0.00032
Mycoplasma flocculare,2128,S,32,36,68,0.00001
Ehrlichia canis,944,S,10,8,18,0
Burkholderia ubonensis,101571,S,403,281,684,0.00007
Shigella phage pSf-1,1315956,S,52,0,52,0.00001
Celeribacter manganoxidans,1411902,S,814,237,1051,0.0001
Paraglaciecola psychrophila,326544,S,54,2,56,0.00001
Thermotoga profunda,1508420,S,30,7,37,0
Sphingomonas sp. MM-1,745310,S,1209,794,2003,0.0002
Psychrobacter sp. P2G3,1699622,S,4414,5282,9696,0.00096
Escherichia virus HY02,1985308,S,20,17,37,0
Cellulophaga algicola,59600,S,89,22,111,0.00001
Paraburkholderia caledonica,134536,S,312,64,376,0.00004
Paraburkholderia fungorum,134537,S,472,131,603,0.00006
Paraburkholderia xenovorans,36873,S,1078,468,1546,0.00015
Sphingobium sp. TKS,1315974,S,1167,868,2035,0.0002
Oscillatoria nigro-viridis,482564,S,154,12,166,0.00002
Stenotrophomonas sp. ZAC14D2_NAIMI4_7,2072405,S,568,583,1151,0.00011
Streptomyces leeuwenhoekii,1437453,S,63,14,77,0.00001
Propionibacterium sp. oral taxon 193,671223,S,59,23,82,0.00001
Bordetella genomosp. 9,1416803,S,759,96,855,0.00008
Marinomonas posidonica,936476,S,99,10,109,0.00001
Thermus brockianus,56956,S,21,3,24,0
Thermus oshimai,56957,S,31,9,40,0
Cellvibrio sp. PSBB023,1945512,S,203,9,212,0.00002
Parvularcula bermudensis,208216,S,91,0,91,0.00001
Burkholderia sp. MSMB0856,1637869,S,74,43,117,0.00001
Magnetospirillum magneticum,84159,S,300,87,387,0.00004
Marinobacter psychrophilus,330734,S,81,40,121,0.00001
Streptomyces scabiei,1930,S,144,11,155,0.00002
Parabacteroides sp. CT06,2025876,S,1267,1632,2899,0.00029
Nocardiopsis dassonvillei,2014,S,238,46,284,0.00003
Burkholderia sp. LA-2-3-30-S1-D2,1637862,S,69,34,103,0.00001
Geminocystis herdmanii,669359,S,221,18,239,0.00002
Hydromonas sp. F02,2268024,S,770,20,790,0.00008
Pseudomonas sp. NC02,2067572,S,1671,284,1955,0.00019
Streptomyces sp. CB09001,2083284,S,78,14,92,0.00001
Pseudovibrio sp. FO-BEG1,911045,S,153,4,157,0.00002
Pseudomonas protegens,380021,S,1914,244,2158,0.00021
Brevefilum fermentans,1986204,S,309,17,326,0.00003
Treponema denticola,158,S,67,72,139,0.00001
Acidithiobacillus ferrivorans,160808,S,511,14,525,0.00005
Rufibacter sp. DG15C,1379909,S,56,8,64,0.00001
Rhodoferax koreense,1842727,S,8388,1632,10020,0.00099
Ochrobactrum pituitosum,571256,S,317,212,529,0.00005
Sulfuricaulis limicola,1620215,S,331,5,336,0.00003
Streptococcus pasteurianus,197614,S,1556,1502,3058,0.0003
Planococcus rifietoensis,200991,S,24,8,32,0
Actinobacteria bacterium IMCC26256,1650658,S,43,0,43,0
Helicobacter sp. MIT 01-6242,222136,S,17,0,17,0
Tannerella forsythia,28112,S,101,7,108,0.00001
Pseudomonas mosselii,78327,S,159,270,429,0.00004
Malacobacter halophilus,197482,S,352,77,429,0.00004
Pseudomonas sp. WCS374,1495331,S,119,2430,2549,0.00025
Afipia sp. GAS231,1882747,S,603,640,1243,0.00012
Escherichia phage ECBP5,1498172,S,13,0,13,0
Ereboglobus luteus,1796921,S,198,5,203,0.00002
Burkholderia sp. MSMB1588,1636423,S,20,104,124,0.00001
Desulfurella acetivorans,33002,S,10,0,10,0
Salmonella phage 64795_sal3,1813769,S,66,7,73,0.00001
Clostridium sp. SY8519,1042156,S,2294,40,2334,0.00023
Opitutus sp. GAS368,1882749,S,515,70,585,0.00006
Mycobacterium dioxanotrophicus,482462,S,2128,275,2403,0.00024
Methanocella arvoryzae,1175445,S,31,0,31,0
Mycolicibacterium litorale,758802,S,1158,77,1235,0.00012
Marichromatium purpuratum,37487,S,373,67,440,0.00004
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,1505596,S,12,12,24,0
Borrelia coriaceae,144,S,12,37,49,0
Plesiomonas shigelloides,703,S,325,12,337,0.00003
Spirosoma rigui,564064,S,71,6,77,0.00001
Pseudomonas sp. TCU-HL1,1856685,S,801,24,825,0.00008
Synechococcus sp. PCC 7502,1173263,S,11,0,11,0
Gordonia phage GMA7,1647286,S,13,25,38,0
Gordonia phage GMA6,1647285,S,17,1,18,0
Bacillus infantis,324767,S,139,5,144,0.00001
Enterobacter sp. Crenshaw,1977566,S,760,613,1373,0.00014
Rhizobium etli,29449,S,1480,2456,3936,0.00039
Pseudomonas sihuiensis,1274359,S,545,313,858,0.00008
Thermus scotoductus,37636,S,51,10,61,0.00001
Pseudomonas tolaasii,29442,S,2194,280,2474,0.00024
Paucimonas lemoignei,29443,S,387,58,445,0.00004
Cycloclasticus zancles,1329899,S,13,7,20,0
Pantoea alhagi,1891675,S,183,6,189,0.00002
Xanthomonas albilineans,29447,S,1552,83,1635,0.00016
Streptomyces rubrolavendulae,285473,S,131,20,151,0.00001
Isoptericola dokdonensis,372663,S,424,121,545,0.00005
Desulfuromonas sp. DDH964,1823759,S,280,34,314,0.00003
Lactococcus phage D4410,1862958,S,11,22,33,0
Lactococcus phage D4412,1862959,S,39,32,71,0.00001
Wenyingzhuangia fucanilytica,1790137,S,180,14,194,0.00002
Halomonas sp. GFAJ-1,1118153,S,119,5,124,0.00001
Proteus mirabilis,584,S,294,606,900,0.00009
Proteus vulgaris,585,S,90,3,93,0.00001
Morganella morganii,582,S,1515,108,1623,0.00016
Pseudoalteromonas donghaensis,621376,S,32,1,33,0
Candidatus Azobacteroides pseudotrichonymphae,511435,S,80,0,80,0.00001
Pseudomonas taetrolens,47884,S,7063,380,7443,0.00073
Pseudomonas oryzihabitans,47885,S,532,14,546,0.00005
Bifidobacterium pseudocatenulatum,28026,S,18056,2280,20336,0.002
Pseudomonas fulva,47880,S,921,263,1184,0.00012
Providencia stuartii,588,S,135,28,163,0.00002
Pseudomonas synxantha,47883,S,3565,1917,5482,0.00054
Corynebacterium simulans,146827,S,106,33,139,0.00001
Halorhabdus utahensis,146826,S,18,1,19,0
Diaphorobacter polyhydroxybutyrativorans,1546149,S,5549,22367,27916,0.00275
Planococcus plakortidis,1038856,S,54,11,65,0.00001
Cupriavidus basilensis,68895,S,1420,140,1560,0.00015
Vibrio tasmaniensis,212663,S,43,10,53,0.00001
Streptomyces sp. CLI2509,1984801,S,10,10,20,0
Pseudomonas psychrophila,122355,S,16368,1126,17494,0.00172
Zunongwangia profunda,398743,S,115,62,177,0.00002
Synechococcus sp. CC9311,64471,S,21,9,30,0
Listeria ivanovii,1638,S,103,4,107,0.00001
Listeria monocytogenes,1639,S,1897,406,2303,0.00023
Mycobacterium sp. KMS,189918,S,115,2766,2881,0.00028
Luteibacter rhizovicinus,242606,S,592,46,638,0.00006
Ichthyobacterium seriolicida,242600,S,39,0,39,0
Bacteroides zoogleoformans,28119,S,148,26,174,0.00002
Lactobacillus crustorum,392416,S,135,9,144,0.00001
Streptococcus parauberis,1348,S,7472,1165,8637,0.00085
Streptococcus uberis,1349,S,1556,49,1605,0.00016
Agromyces flavus,589382,S,731,152,883,0.00009
Thauera humireducens,1134435,S,3611,513,4124,0.00041
Legionella longbeachae,450,S,34,12,46,0
Tatlockia micdadei,451,S,40,0,40,0
Legionella spiritensis,452,S,54,2,56,0.00001
Streptococcus ferus,1345,S,8046,136,8182,0.00081
Sulfurospirillum multivorans,66821,S,139,75,214,0.00002
Pseudomonas versuta,1788301,S,80406,6441,86847,0.00856
Orrella dioscoreae,1851544,S,924,155,1079,0.00011
Syntrophothermus lipocalidus,86170,S,28,0,28,0
Streptomyces sp. SM18,1736046,S,121,15,136,0.00001
Francisella halioticida,549298,S,10,0,10,0
Flavobacterium sp. HYN0048,2162713,S,113,4,117,0.00001
Maribacter cobaltidurans,1178778,S,41,4,45,0
Thauera sp. K11,2005884,S,3819,680,4499,0.00044
Streptococcus pseudopneumoniae,257758,S,715,183,898,0.00009
Weissella ceti,759620,S,16,0,16,0
Paenibacillus mucilaginosus,61624,S,187,3,190,0.00002
Niveispirillum cyanobacteriorum,1612173,S,739,78,817,0.00008
Aeromonas veronii,654,S,4650,530,5180,0.00051
Clostridium pasteurianum,1501,S,308,5,313,0.00003
Aeromonas schubertii,652,S,310,11,321,0.00003
Clostridium septicum,1504,S,168,2,170,0.00002
Aeromonas media,651,S,8279,2462,10741,0.00106
Eggerthella sp. YY7918,502558,S,408,40,448,0.00004
Enterobacteria phage phi92,948870,S,160,0,160,0.00002
Clostridium sporogenes,1509,S,14257,7092,21349,0.0021
Mycobacterium phage Jolie2,1458831,S,51,3,54,0.00001
beta proteobacterium CB,543913,S,62,30,92,0.00001
Odoribacter splanchnicus,28118,S,1916,98,2014,0.0002
Citrobacter virus Merlin,1985341,S,79,5,84,0.00001
Citrobacter virus Moon,1985342,S,307,27,334,0.00003
Dehalococcoides mccartyi,61435,S,1268,32,1300,0.00013
Rhodococcus sp. 008,1723645,S,497,1230,1727,0.00017
Rhizorhabdus dicambivorans,1850238,S,1251,572,1823,0.00018
Mycoplasma putrefaciens,2123,S,11,11,22,0
Negativicoccus massiliensis,1702287,S,199,8,207,0.00002
Pseudomonas stutzeri,316,S,5231,910,6141,0.00061
Aerococcus christensenii,87541,S,141,8,149,0.00001
Streptomyces sp. ICC1,2099583,S,349,6780,7129,0.0007
Fuerstia marisgermanicae,1891926,S,61,0,61,0.00001
Enterobacteria phage vB_EcoP_ACG-C91,1141139,S,11,0,11,0
Streptomyces sp. Tue 6075,1661694,S,43,14,57,0.00001
Kangiella profundi,1561924,S,88,7,95,0.00001
Vibrio nigripulchritudo,28173,S,47,0,47,0
Pseudonocardia sp. HH130629-09,1641402,S,189,228,417,0.00004
Bartonella henselae,38323,S,11,8,19,0
Candidatus Pelagibacter sp. HIMB1321,1388755,S,17,2,19,0
Xanthomonas phaseoli,1985254,S,848,274,1122,0.00011
Haloferax gibbonsii,35746,S,10,6,16,0
Cupriavidus necator,106590,S,1734,429,2163,0.00021
Deinococcus proteolyticus,55148,S,72,4,76,0.00001
Ensifer adhaerens,106592,S,5527,981,6508,0.00064
Rhodococcus sp. H-CA8f,1727214,S,112,322,434,0.00004
Staphylococcus nepalensis,214473,S,45,1,46,0
Acidovorax sp. JS42,232721,S,25596,118316,143912,0.01418
Nitrospira japonica,1325564,S,72,0,72,0.00001
Oceanobacillus sp. 160,2052660,S,42,2,44,0
Streptomyces violaceusniger,68280,S,77,11,88,0.00001
Saccharophagus degradans,86304,S,67,1,68,0.00001
Paraoerskovia marina,545619,S,301,51,352,0.00003
Candidatus Sodalis pierantonius,1486991,S,37,31,68,0.00001
Olleya aquimaris,639310,S,148,36,184,0.00002
Thermanaerovibrio acidaminovorans,81462,S,50,22,72,0.00001
Hoyosella subflava,639313,S,140,2,142,0.00001
Nonlabens sp. Hel1_33_55,1336802,S,34,11,45,0
Lactobacillus helsingborgensis,1218494,S,25,3,28,0
Caulobacter sp. K31,366602,S,1509,224,1733,0.00017
Oblitimonas alkaliphila,1697053,S,456,16,472,0.00005
Lactobacillus kullabergensis,1218493,S,17,0,17,0
Polaribacter sp. Hel1_33_78,1336804,S,98,9,107,0.00001
Fischerella sp. NIES-4106,2005456,S,20,1,21,0
Actinomyces oris,544580,S,928,193,1121,0.00011
Gramella sp. MAR_2010_147,1250205,S,66,9,75,0.00001
Lactococcus virus Sl4,287412,S,149,56,205,0.00002
Pseudomonas sp. B10,118613,S,575,262,837,0.00008
Pseudarcicella sp. HME7025,2183547,S,75,15,90,0.00001
Microbacterium foliorum,104336,S,1974,422,2396,0.00024
Sphingobium herbicidovorans,76947,S,548,254,802,0.00008
Yersinia frederiksenii,29484,S,528,314,842,0.00008
Halomonas campaniensis,213554,S,90,54,144,0.00001
Mucilaginibacter sp. PAMC 26640,1300914,S,31,3,34,0
Burkholderia sp. IDO3,1705310,S,228,114,342,0.00003
Gordonia phage Hedwig,1887648,S,79,2,81,0.00001
Paraliobacillus sp. X-1125,2213194,S,43,1,44,0
Ralstonia pickettii,329,S,1950,913,2863,0.00028
Yersinia ruckeri,29486,S,238,7,245,0.00002
Deferribacter desulfuricans,197162,S,47,2,49,0
Sphingopyxis sp. 113P3,292913,S,2188,581,2769,0.00027
Streptomyces sp. MOE7,1961713,S,37,14,51,0.00001
Rhizobium favelukesii,348824,S,957,282,1239,0.00012
Sphingobium cloacae,120107,S,2352,1727,4079,0.0004
Pseudomonas yamanorum,515393,S,274,389,663,0.00007
Halobacteriovorax marinus,97084,S,150,0,150,0.00001
Candidatus Fokinia solitaria,1802984,S,16,0,16,0
Mariprofundus ferrinatatus,1921087,S,75,4,79,0.00001
Candidatus Arthromitus sp. SFB-rat-Yit,1041504,S,98,1,99,0.00001
Candidatus Endolissoclinum faulkneri,1263979,S,31,0,31,0
Halanaerobium praevalens,2331,S,62,47,109,0.00001
Lactobacillus allii,1847728,S,116,3,119,0.00001
Citrobacter braakii,57706,S,3496,6325,9821,0.00097
Tsukamurella tyrosinosolvens,57704,S,2623,499,3122,0.00031
Halomicrobium mukohataei,57705,S,27,0,27,0
Bacillus paralicheniformis,1648923,S,36,2,38,0
Glaciecola nitratireducens,300231,S,37,0,37,0
Caldisericum exile,693075,S,16,0,16,0
Corynebacterium camporealensis,161896,S,73,3,76,0.00001
Corynebacterium phocae,161895,S,53,1,54,0.00001
Synechococcus sp. KORDI-100,1280380,S,38,3,41,0
Pediococcus damnosus,51663,S,63,12,75,0.00001
Arthrobacter alpinus,656366,S,430,29,459,0.00005
Myroides sp. ZB35,1458492,S,12,9,21,0
Aerococcus urinaeequi,51665,S,337,41,378,0.00004
Leptolyngbya sp. PCC 7376,111781,S,17,1,18,0
Streptococcus sp. NPS 308,1902136,S,323,35,358,0.00004
Tetragenococcus halophilus,51669,S,208,20,228,0.00002
Marinobacterium aestuarii,1821621,S,329,5,334,0.00003
Lactobacillus plantarum,1590,S,2301,3920,6221,0.00061
Desulfofarcimen acetoxidans,58138,S,126,1,127,0.00001
Rhizobium phage RR1-B,929834,S,10,0,10,0
Anaerostipes hadrus,649756,S,50531,4435,54966,0.00542
Turicibacter sp. H121,1712675,S,2287,93,2380,0.00023
Staphylococcus sciuri,1296,S,79,3,82,0.00001
Corynebacterium kroppenstedtii,161879,S,75,2,77,0.00001
Martelella mediterranea,293089,S,1445,306,1751,0.00017
Pseudomonas sp. ATCC 13867,1294143,S,1341,77,1418,0.00014
Actinomyces meyeri,52773,S,434,32,466,0.00005
Sphingopyxis sp. EG6,1874061,S,3241,1206,4447,0.00044
Edwardsiella phage PEi20,1608310,S,27,0,27,0
Burkholderia territorii,1503055,S,156,77,233,0.00002
Burkholderia stagnalis,1503054,S,192,56,248,0.00002
Shewanella frigidimarina,56812,S,162,14,176,0.00002
Candidatus Desulforudis audaxviator,471827,S,96,0,96,0.00001
Rothia mucilaginosa,43675,S,1641,79,1720,0.00017
Laribacter hongkongensis,168471,S,5374,1146,6520,0.00064
Magnetospira sp. QH-2,1288970,S,198,2,200,0.00002
Lactobacillus sakei,1599,S,310,21,331,0.00003
Maribacter sp. HTCC2170,313603,S,51,1,52,0.00001
Actinomyces sp. Chiba101,1851395,S,134,73,207,0.00002
Vibrio tapetis,52443,S,79,1,80,0.00001
Prevotella dentalis,52227,S,170,36,206,0.00002
Thauera chlorobenzoica,96773,S,1715,634,2349,0.00023
Haloferax volcanii,2246,S,18,9,27,0
Leptospira mayottensis,1137606,S,14,1,15,0
Pseudomonas sp. GR 6-02,1659194,S,375,155,530,0.00005
Desulfurivibrio alkaliphilus,427923,S,301,14,315,0.00003
Halobacterium salinarum,2242,S,19,-19,0,0
Akkermansia muciniphila,239935,S,143100,386,143486,0.01414
Solitalea canadensis,995,S,110,2,112,0.00001
Corynebacterium marinum,349751,S,226,27,253,0.00002
Flavobacterium columnare,996,S,1138,116,1254,0.00012
Marinobacter sp. CP1,1671721,S,200,110,310,0.00003
Chromatiaceae bacterium 2141T.STBD.0c.01a,1978339,S,218,3,221,0.00002
Bernardetia litoralis,999,S,79,1,80,0.00001
Thiobacillus denitrificans,36861,S,634,41,675,0.00007
Enterobacter kobei,208224,S,1056,2073,3129,0.00031
Alkaliphilus metalliredigens,208226,S,383,10,393,0.00004
Euzebya sp. DY32-46,1608957,S,250,1,251,0.00002
Kosakonia cowanii,208223,S,803,17,820,0.00008
Isosphaera pallida,128,S,65,0,65,0.00001
Burkholderia ambifaria,152480,S,221,75,296,0.00003
Anaerolineaceae bacterium oral taxon 439,1889813,S,102,0,102,0.00001
Pseudomonas lini,163011,S,572,68,640,0.00006
Serinicoccus sp. JLT9,1758689,S,476,79,555,0.00005
Micropruina glycogenica,75385,S,27555,3503,31058,0.00306
Staphylococcus schleiferi,1295,S,33,1,34,0
Burkholderia sp. NRF60-BP8,1637853,S,88,48,136,0.00001
Parasaccharibacter apium,1510841,S,55,1,56,0.00001
Hyphomicrobium denitrificans,53399,S,742,120,862,0.00008
Pseudomonas umsongensis,198618,S,775,62,837,0.00008
Blattabacterium cuenoti,1653831,S,31,6,37,0
Escherichia phage Envy,1883200,S,15,10,25,0
Helicobacter saguini,1548018,S,16,0,16,0
